Kanji,Pronunciation
通信,"['つう', 'しん']"
視覚,"['し', 'かく']"
守衛,"['しゅ', 'えい']"
捕らえる,"['と', 'ら', 'え', 'る']"
個別,"['こ', 'べつ']"
格,['かく']
寛容,"['かん', 'よう']"
正直,"['しょう', 'じき']"
秩序,"['ちつ', 'じょ']"
梯子,"['てい', 'し']"
気楽,"['き', 'らく']"
控室,"['ひかえ', 'しつ']"
手軽,"['て', 'がる']"
両極,"['りょう', 'きょく']"
範囲,"['はん', 'い']"
元年,"['がん', 'ねん']"
共感,"['きょう', 'かん']"
学者,"['がく', 'しゃ']"
両親,"['りょう', 'しん']"
覆す,"['くつがえ', 'す']"
正,['せい']
分布,"['ぶん', 'ぷ']"
公務員,"['こう', 'む', 'いん']"
お八,"['お', 'やつ']"
海流,"['かい', 'りゅう']"
現状,"['げん', 'じょう']"
踏む,"['ふ', 'む']"
我がまま,"['わ', 'が', 'ま', 'ま']"
湯,['ゆ']
夜具,"['や', 'ぐ']"
私物,"['し', 'ぶつ']"
高原,"['こう', 'げん']"
還暦,"['かん', 'れき']"
意地悪,"['い', 'じ', 'わる']"
馬鹿,"['ば', 'か']"
万能,"['ばん', 'のう']"
分離,"['ぶん', 'り']"
同,['どう']
捕鯨,"['ほ', 'げい']"
調子,"['ちょう', 'し']"
次,['つぎ']
説く,"['と', 'く']"
御飯,"['ご', 'はん']"
抗争,"['こう', 'そう']"
特産,"['とく', 'さん']"
編物,"['あみ', 'もの']"
飛行機,"['ひ', 'こう', 'き']"
売り場,"['う', 'り', 'ば']"
優勝,"['ゆう', 'しょう']"
不可欠,"['ふ', 'か', 'けつ']"
車輪,"['しゃ', 'りん']"
値打ち,"['ね', 'う', 'ち']"
岬,['みさき']
割り当て,"['わ', 'り', 'あ', 'て']"
買い物,"['か', 'い', 'もの']"
緊張,"['きん', 'ちょう']"
折る,"['お', 'る']"
今年,"['こ', 'とし']"
一,['いち']
国定,"['こく', 'てい']"
死体,"['し', 'たい']"
届ける,"['とど', 'け', 'る']"
人気,"['にん', 'き']"
振る,"['ふ', 'る']"
牧師,"['ぼく', 'し']"
騙す,"['だま', 'す']"
上手,"['じょう', 'ず']"
答える,"['こた', 'え', 'る']"
知事,"['ち', 'じ']"
官僚,"['かん', 'りょう']"
社宅,"['しゃ', 'たく']"
住民,"['じゅう', 'みん']"
底,['そこ']
首脳,"['しゅ', 'のう']"
頃,['ころ']
存続,"['そん', 'ぞく']"
必要,"['ひつ', 'よう']"
惑星,"['わく', 'せい']"
寄与,"['き', 'よ']"
麻痺,"['ま', 'ひ']"
湯飲み,"['ゆ', 'の', 'み']"
互い,"['たが', 'い']"
光沢,"['こう', 'たく']"
記入,"['き', 'にゅう']"
絵の具,"['え', 'の', 'ぐ']"
間も無く,"['ま', 'も', 'な', 'く']"
堅い,"['かた', 'い']"
年輪,"['ねん', 'りん']"
必ず,"['かなら', 'ず']"
奥さん,"['おく', 'さ', 'ん']"
無口,"['む', 'くち']"
着る,"['き', 'る']"
操縦,"['そう', 'じゅう']"
群,['ぐん']
乙,['おつ']
動機,"['どう', 'き']"
下位,"['か', 'い']"
黄色,"['き', 'いろ']"
現す,"['あらわ', 'す']"
乱す,"['みだ', 'す']"
緩和,"['かん', 'わ']"
今日,"['こん', 'にち']"
純情,"['じゅん', 'じょう']"
看病,"['かん', 'びょう']"
当て字,"['あ', 'て', 'じ']"
脂肪,"['し', 'ぼう']"
外国,"['がい', 'こく']"
鳥居,"['とり', 'い']"
取る,"['と', 'る']"
艶,['つや']
通う,"['かよ', 'う']"
住,['じゅう']
缶,['かん']
使う,"['つか', 'う']"
追放,"['つい', 'ほう']"
批評,"['ひ', 'ひょう']"
教員,"['きょう', 'いん']"
亡くす,"['な', 'く', 'す']"
尚更,"['なお', 'さら']"
社会科学,"['しゃ', 'かい', 'か', 'がく']"
加減,"['か', 'げん']"
円周,"['えん', 'しゅう']"
国土,"['こく', 'ど']"
散らかる,"['ち', 'ら', 'か', 'る']"
子息,"['し', 'そく']"
渋い,"['しぶ', 'い']"
根本,"['こん', 'ぽん']"
崇拝,"['すう', 'はい']"
伝言,"['つて', 'ごと']"
転回,"['てん', 'かい']"
太い,"['ふと', 'い']"
階段,"['かい', 'だん']"
布,['ぬの']
桐,['きり']
合わせ,"['あ', 'わ', 'せ']"
現に,"['げん', 'に']"
影,['かげ']
唸る,"['うな', 'る']"
夕刊,"['ゆう', 'かん']"
毛布,"['もう', 'ふ']"
中傷,"['ちゅう', 'しょう']"
襟,['えり']
少々,"['しょう', 'しょう']"
内閣,"['ない', 'かく']"
肩,['かた']
縮小,"['しゅく', 'しょう']"
楽譜,"['がく', 'ふ']"
霜,['しも']
包装,"['ほう', 'そう']"
輝く,"['かがや', 'く']"
担当,"['たん', 'とう']"
座標,"['ざ', 'ひょう']"
掻く,"['か', 'く']"
出鱈目,"['で', 'たら', 'め']"
錆,['さび']
慣習,"['かん', 'しゅう']"
庭,['にわ']
税関,"['ぜい', 'かん']"
差異,"['さ', 'い']"
市民,"['し', 'みん']"
飢える,"['う', 'え', 'る']"
溜息,"['ため', 'いき']"
引っ掛かる,"['ひ', 'っ', 'か', 'か', 'る']"
納得,"['なっ', 'とく']"
反発,"['はん', 'ぱつ']"
穏やか,"['おだ', 'や', 'か']"
天体,"['てん', 'たい']"
繋がり,"['つな', 'が', 'り']"
協力,"['きょう', 'りょく']"
公害,"['こう', 'がい']"
突然,"['とつ', 'ぜん']"
炭鉱,"['たん', 'こう']"
生やす,"['は', 'や', 'す']"
領収,"['りょう', 'しゅう']"
物事,"['もの', 'ごと']"
人形,"['にん', 'ぎょう']"
総合,"['そう', 'ごう']"
名簿,"['めい', 'ぼ']"
作文,"['さく', 'ぶん']"
歯科,"['し', 'か']"
映る,"['うつ', 'る']"
句読点,"['く', 'とう', 'てん']"
汽船,"['き', 'せん']"
崖,['がけ']
来年,"['らい', 'ねん']"
授業,"['じゅ', 'ぎょう']"
安定,"['あん', 'てい']"
自分,"['じ', 'ぶん']"
置く,"['お', 'く']"
敵,['てき']
増す,"['ま', 'す']"
喧嘩,"['けん', 'か']"
短気,"['たん', 'き']"
全国,"['ぜん', 'こく']"
手紙,"['て', 'がみ']"
左右,"['さ', 'ゆう']"
不審,"['ふ', 'しん']"
講演,"['こう', 'えん']"
火,['ひ']
疑問,"['ぎ', 'もん']"
処理,"['しょ', 'り']"
確かめる,"['たし', 'か', 'め', 'る']"
特に,"['とく', 'に']"
建てる,"['た', 'て', 'る']"
受け入れる,"['う', 'け', 'い', 'れ', 'る']"
存じる,"['ぞん', 'じ', 'る']"
金属,"['きん', 'ぞく']"
下車,"['げ', 'しゃ']"
基準,"['き', 'じゅん']"
威張る,"['い', 'ば', 'る']"
掲げる,"['かか', 'げ', 'る']"
座席,"['ざ', 'せき']"
定価,"['てい', 'か']"
爆発,"['ばく', 'はつ']"
解答,"['かい', 'とう']"
破産,"['は', 'さん']"
例え,"['たと', 'え']"
告白,"['こく', 'はく']"
焦げ茶,"['こ', 'げ', 'ちゃ']"
常に,"['つね', 'に']"
分業,"['ぶん', 'ぎょう']"
定食,"['てい', 'しょく']"
潰れる,"['つぶ', 'れ', 'る']"
局限,"['きょく', 'げん']"
廊下,"['ろう', 'か']"
病む,"['や', 'む']"
重力,"['じゅう', 'りょく']"
和文,"['わ', 'ぶん']"
使用,"['し', 'よう']"
勉強,"['べん', 'きょう']"
延べ,"['の', 'べ']"
飯,['めし']
暖かい,"['あたた', 'か', 'い']"
跳ねる,"['は', 'ね', 'る']"
施す,"['ほどこ', 'す']"
宣伝,"['せん', 'でん']"
中性,"['ちゅう', 'せい']"
損,['そん']
代,['しろ']
独立,"['どく', 'りつ']"
創刊,"['そう', 'かん']"
非,['ひ']
献立,"['こん', 'だて']"
鳴る,"['な', 'る']"
通学,"['つう', 'がく']"
藁,['わら']
罪,['つみ']
造る,"['つく', 'る']"
舞う,"['ま', 'う']"
慣行,"['かん', 'こう']"
乃至,"['ない', 'し']"
六つ,"['むっ', 'つ']"
昼御飯,"['ひる', 'ご', 'はん']"
調味料,"['ちょう', 'み', 'りょう']"
遣る,"['や', 'る']"
犯罪,"['はん', 'ざい']"
燃焼,"['ねん', 'しょう']"
愛情,"['あい', 'じょう']"
育ち,"['そだ', 'ち']"
拘束,"['こう', 'そく']"
暴力,"['ぼう', 'りょく']"
又は,"['また', 'は']"
消耗,"['しょう', 'もう']"
一部分,"['いち', 'ぶ', 'ぶん']"
問い,"['と', 'い']"
幸せ,"['しあわ', 'せ']"
謙虚,"['けん', 'きょ']"
改正,"['かい', 'せい']"
距離,"['きょ', 'り']"
今更,"['いま', 'さら']"
打ち合わせ,"['う', 'ち', 'あ', 'わ', 'せ']"
時刻,"['じ', 'こく']"
億,['おく']
金融,"['きん', 'ゆう']"
渡す,"['わた', 'す']"
優しい,"['やさ', 'し', 'い']"
補足,"['ほ', 'そく']"
紺,['こん']
農業,"['のう', 'ぎょう']"
付き合う,"['つ', 'き', 'あ', 'う']"
皆,['みな']
助教授,"['じょ', 'きょう', 'じゅ']"
制裁,"['せい', 'さい']"
宜しい,"['よろ', 'し', 'い']"
速度,"['そく', 'ど']"
志す,"['こころざ', 'す']"
救う,"['すく', 'う']"
畳,['たたみ']
留まる,"['と', 'ま', 'る']"
点々,"['てん', 'てん']"
一部,"['いち', 'ぶ']"
政府,"['せい', 'ふ']"
資本,"['し', 'ほん']"
戸,['と']
植民地,"['しょく', 'みん', 'ち']"
地点,"['ち', 'てん']"
差し出す,"['さ', 'し', 'だ', 'す']"
足,['あし']
石炭,"['せき', 'たん']"
夕立,"['ゆう', 'だち']"
銀行,"['ぎん', 'こう']"
間違い,"['ま', 'ちが', 'い']"
盛ん,"['さか', 'ん']"
予報,"['よ', 'ほう']"
稀,['まれ']
干渉,"['かん', 'しょう']"
信用,"['しん', 'よう']"
方面,"['ほう', 'めん']"
解散,"['かい', 'さん']"
未定,"['み', 'てい']"
肥料,"['ひ', 'りょう']"
建つ,"['た', 'つ']"
戸棚,"['と', 'だな']"
急,['きゅう']
仕舞,"['し', 'まい']"
豊富,"['ほう', 'ふ']"
仲良し,"['なか', 'よ', 'し']"
然し,"['しか', 'し']"
農薬,"['のう', 'やく']"
悩む,"['なや', 'む']"
直線,"['ちょく', 'せん']"
遊牧,"['ゆう', 'ぼく']"
殺す,"['ころ', 'す']"
直面,"['ちょく', 'めん']"
区分,"['く', 'ぶん']"
誤り,"['あやま', 'り']"
打つ,"['う', 'つ']"
騒ぎ,"['さわ', 'ぎ']"
出かける,"['で', 'か', 'け', 'る']"
年号,"['ねん', 'ごう']"
致す,"['いた', 'す']"
人物,"['じん', 'ぶつ']"
じゃん拳,"['じ', 'ゃ', 'ん', 'けん']"
沿い,"['ぞ', 'い']"
境,['さかい']
地味,"['じ', 'み']"
映画館,"['えい', 'が', 'かん']"
痛切,"['つう', 'せつ']"
色々,"['いろ', 'いろ']"
拾う,"['ひろ', 'う']"
聴覚,"['ちょう', 'かく']"
側,['そば']
迎え,"['むか', 'え']"
前例,"['ぜん', 'れい']"
仕掛け,"['し', 'か', 'け']"
象,['ぞう']
裏返し,"['うら', 'がえ', 'し']"
誠実,"['せい', 'じつ']"
依,['い']
附属,"['ふ', 'ぞく']"
やっ付ける,"['や', 'っ', 'つ', 'け', 'る']"
初版,"['しょ', 'はん']"
平野,"['へい', 'や']"
あざ笑う,"['あ', 'ざ', 'わら', 'う']"
取り締まり,"['と', 'り', 'し', 'ま', 'り']"
検事,"['けん', 'じ']"
お金,"['お', 'かね']"
注,['ちゅう']
殿様,"['との', 'さま']"
外,['そと']
毟る,"['むし', 'る']"
言い付ける,"['い', 'い', 'つ', 'け', 'る']"
橋,['はし']
毛糸,"['け', 'いと']"
討議,"['とう', 'ぎ']"
旅館,"['りょ', 'かん']"
顔付き,"['かお', 'つ', 'き']"
標識,"['ひょう', 'しき']"
人,['ひと']
定員,"['てい', 'いん']"
設立,"['せつ', 'りつ']"
法学,"['ほう', 'がく']"
膨らむ,"['ふく', 'ら', 'む']"
踏まえる,"['ふ', 'ま', 'え', 'る']"
投書,"['とう', 'しょ']"
数,['すう']
猿,['さる']
勇ましい,"['いさ', 'ま', 'し', 'い']"
古代,"['こ', 'だい']"
帯,['おび']
通り過ぎる,"['とお', 'り', 'す', 'ぎ', 'る']"
記載,"['き', 'さい']"
額,['ひたい']
仮定,"['か', 'てい']"
本名,"['ほん', 'みょう']"
終わる,"['お', 'わ', 'る']"
利用,"['り', 'よう']"
予備,"['よ', 'び']"
応ずる,"['おう', 'ず', 'る']"
二,['に']
解ける,"['と', 'け', 'る']"
氏,['し']
夫人,"['ふ', 'じん']"
耕作,"['こう', 'さく']"
軍,['ぐん']
切れる,"['き', 'れ', 'る']"
諄い,"['くど', 'い']"
新しい,"['あたら', 'し', 'い']"
指差す,"['ゆび', 'さ', 'す']"
出入口,"['で', 'いり', 'ぐち']"
心身,"['しん', 'しん']"
一見,"['いち', 'げん']"
何より,"['なに', 'よ', 'り']"
主要,"['しゅ', 'よう']"
所,['ところ']
進める,"['すす', 'め', 'る']"
物理,"['ぶつ', 'り']"
命,['いのち']
共通,"['きょう', 'つう']"
お出でになる,"['お', 'い', 'で', 'に', 'な', 'る']"
組む,"['く', 'む']"
以前,"['い', 'ぜん']"
乗り換え,"['の', 'り', 'か', 'え']"
続く,"['つづ', 'く']"
主導,"['しゅ', 'どう']"
指示,"['し', 'じ']"
総,['そう']
満たす,"['み', 'た', 'す']"
生る,"['な', 'る']"
辟易,"['へき', 'えき']"
新鮮,"['しん', 'せん']"
迫る,"['せま', 'る']"
画家,"['が', 'か']"
値段,"['ね', 'だん']"
冷静,"['れい', 'せい']"
頂上,"['ちょう', 'じょう']"
固まる,"['かた', 'ま', 'る']"
会員,"['かい', 'いん']"
蹴る,"['け', 'る']"
度,['ど']
凭れる,"['もた', 'れ', 'る']"
国連,"['こく', 'れん']"
国籍,"['こく', 'せき']"
先頭,"['せん', 'とう']"
折れる,"['お', 'れ', 'る']"
吟味,"['ぎん', 'み']"
対話,"['たい', 'わ']"
郷愁,"['きょう', 'しゅう']"
敬具,"['けい', 'ぐ']"
果てる,"['は', 'て', 'る']"
衣食住,"['い', 'しょく', 'じゅう']"
床屋,"['とこ', 'や']"
防ぐ,"['ふせ', 'ぐ']"
御,['お']
案じる,"['あん', 'じ', 'る']"
照らす,"['て', 'ら', 'す']"
軽快,"['けい', 'かい']"
床の間,"['とこ', 'の', 'ま']"
案,['あん']
分野,"['ぶん', 'や']"
狂う,"['くる', 'う']"
蒸留,"['じょう', 'りゅう']"
薄弱,"['はく', 'じゃく']"
検討,"['けん', 'とう']"
塩辛い,"['しお', 'から', 'い']"
謝る,"['あやま', 'る']"
物音,"['もの', 'おと']"
送別,"['そう', 'べつ']"
思い出,"['おも', 'い', 'で']"
装飾,"['そう', 'しょく']"
進行,"['しん', 'こう']"
直す,"['なお', 'す']"
自首,"['じ', 'しゅ']"
次いで,"['つ', 'い', 'で']"
飲み物,"['の', 'み', 'もの']"
一々,"['いち', 'いち']"
謎,['なぞ']
久しい,"['ひさ', 'し', 'い']"
隅,['すみ']
包む,"['つつ', 'む']"
私,['わたし']
不自由,"['ふ', 'じ', 'ゆう']"
南,['みなみ']
驚異,"['きょう', 'い']"
対象,"['たい', 'しょう']"
華やか,"['はな', 'や', 'か']"
姿勢,"['し', 'せい']"
尊い,"['たっと', 'い']"
粗い,"['あら', 'い']"
努力,"['ど', 'りょく']"
彼女,"['かの', 'じょ']"
指図,"['さし', 'ず']"
見える,"['み', 'え', 'る']"
掃除,"['そう', 'じ']"
英雄,"['えい', 'ゆう']"
恐ろしい,"['おそ', 'ろ', 'し', 'い']"
落第,"['らく', 'だい']"
昆虫,"['こん', 'ちゅう']"
響き,"['ひび', 'き']"
真剣,"['しん', 'けん']"
変動,"['へん', 'どう']"
蔵,['くら']
異見,"['い', 'けん']"
肌,['はだ']
即ち,"['すなわ', 'ち']"
冷ます,"['さ', 'ま', 'す']"
手,['て']
薬,['くすり']
了,['りょう']
行き違い,"['い', 'き', 'ちが', 'い']"
確信,"['かく', 'しん']"
民間,"['みん', 'かん']"
脂,['あぶら']
締切,"['しめ', 'きり']"
立ち上がる,"['た', 'ち', 'あ', 'が', 'る']"
非常,"['ひ', 'じょう']"
有力,"['ゆう', 'りょく']"
密か,"['ひそ', 'か']"
仲,['なか']
日頃,"['ひ', 'ごろ']"
志向,"['し', 'こう']"
書斎,"['しょ', 'さい']"
男子,"['だん', 'し']"
眼鏡,"['がん', 'きょう']"
反する,"['はん', 'す', 'る']"
石,['いし']
判定,"['はん', 'てい']"
鍵,['かぎ']
看護,"['かん', 'ご']"
公衆,"['こう', 'しゅう']"
用いる,"['もち', 'い', 'る']"
製作,"['せい', 'さく']"
凍える,"['こご', 'え', 'る']"
妙,['みょう']
原書,"['げん', 'しょ']"
基金,"['き', 'きん']"
郵便,"['ゆう', 'びん']"
冠,['かんむり']
美,['び']
購買,"['こう', 'ばい']"
例える,"['たと', 'え', 'る']"
お嬢さん,"['お', 'じょう', 'さ', 'ん']"
集中,"['しゅう', 'ちゅう']"
気風,"['き', 'ふう']"
語る,"['かた', 'る']"
迅速,"['じん', 'そく']"
寄る,"['よ', 'る']"
半ば,"['なか', 'ば']"
健全,"['けん', 'ぜん']"
澄む,"['す', 'む']"
万,['まん']
軍備,"['ぐん', 'び']"
隔てる,"['へだ', 'て', 'る']"
発明,"['はつ', 'めい']"
縮める,"['ちぢ', 'め', 'る']"
前後,"['ぜん', 'ご']"
死刑,"['し', 'けい']"
権威,"['けん', 'い']"
法,['ほう']
呼吸,"['こ', 'きゅう']"
不図,"['ふ', 'と']"
汚す,"['よご', 'す']"
枝,['えだ']
呉れ呉れも,"['く', 'れ', 'ぐ', 'れ', 'も']"
聴診器,"['ちょう', 'しん', 'き']"
暖める,"['あたた', 'め', 'る']"
休戦,"['きゅう', 'せん']"
苗,['なえ']
赤ん坊,"['あか', 'ん', 'ぼう']"
感じる,"['かん', 'じ', 'る']"
共存,"['きょう', 'そん']"
臨む,"['のぞ', 'む']"
お産,"['お', 'さん']"
全滅,"['ぜん', 'めつ']"
舗装,"['ほ', 'そう']"
身なり,"['み', 'な', 'り']"
守備,"['しゅ', 'び']"
持続,"['じ', 'ぞく']"
障子,"['しょう', 'じ']"
交ざる,"['ま', 'ざ', 'る']"
今,['いま']
沈没,"['ちん', 'ぼつ']"
父母,"['ふ', 'ぼ']"
ご存じ,"['ご', 'ぞん', 'じ']"
待望,"['たい', 'ぼう']"
牛肉,"['ぎゅう', 'にく']"
深刻,"['しん', 'こく']"
痛い,"['いた', 'い']"
阻止,"['そ', 'し']"
出合い,"['で', 'あ', 'い']"
個所,"['か', 'しょ']"
合意,"['ごう', 'い']"
駆け足,"['か', 'け', 'あし']"
実力,"['じつ', 'りょく']"
宿,['やど']
引き止める,"['ひ', 'き', 'と', 'め', 'る']"
細菌,"['さい', 'きん']"
学部,"['がく', 'ぶ']"
報酬,"['ほう', 'しゅう']"
未来,"['み', 'らい']"
喜劇,"['き', 'げき']"
昇進,"['しょう', 'しん']"
正常,"['せい', 'じょう']"
事によると,"['こと', 'に', 'よ', 'る', 'と']"
医療,"['い', 'りょう']"
梅,['うめ']
命中,"['めい', 'ちゅう']"
同様,"['どう', 'よう']"
守る,"['まも', 'る']"
仮,['か']
財,['ざい']
溺れる,"['おぼ', 'れ', 'る']"
神殿,"['しん', 'でん']"
揺らぐ,"['ゆ', 'ら', 'ぐ']"
同情,"['どう', 'じょう']"
最も,"['もっと', 'も']"
先生,"['せん', 'せい']"
練る,"['ね', 'る']"
大使館,"['たい', 'し', 'かん']"
大便,"['だい', 'べん']"
遠足,"['えん', 'そく']"
間接,"['かん', 'せつ']"
海岸,"['かい', 'がん']"
本体,"['ほん', 'たい']"
改札,"['かい', 'さつ']"
突っ込む,"['つ', 'っ', 'こ', 'む']"
自在,"['じ', 'ざい']"
冒険,"['ぼう', 'けん']"
導く,"['みちび', 'く']"
取り出す,"['と', 'り', 'だ', 'す']"
診断,"['しん', 'だん']"
勇敢,"['ゆう', 'かん']"
英語,"['えい', 'ご']"
弁解,"['べん', 'かい']"
弾く,"['ひ', 'く']"
煙突,"['えん', 'とつ']"
日時,"['にち', 'じ']"
感触,"['かん', 'しょく']"
過ぎる,"['す', 'ぎ', 'る']"
値,['ね']
派遣,"['は', 'けん']"
